rho, V, psi_0, psi_1, psi_2, psi_3, psi_4, psi_5, psi_6, psi_7, psi_8, psi_9, psi_10, psi_11, psi_12, psi_13, psi_14, psi_15, psi_16, psi_17, psi_18, psi_19, psi_20, psi_21, psi_22, psi_23, psi_24, psi_25, psi_26, psi_27, psi_28, psi_29, psi_30, psi_31, psi_32, psi_33, psi_34, psi_35, psi_36, psi_37, psi_38, psi_39, psi_40, psi_41, psi_42, psi_43, psi_44, psi_45, psi_46, psi_47, psi_48, psi_49, psi_50, psi_51, psi_52, psi_53, psi_54, psi_55, psi_56, psi_57, psi_58, psi_59, psi_60, psi_61, psi_62, psi_63, psi_64, psi_65, psi_66, psi_67, psi_68, psi_69, psi_70, psi_71, psi_72, psi_73, psi_74, psi_75, psi_76, psi_77, psi_78, psi_79, psi_80, psi_81, psi_82, psi_83, psi_84, psi_85, psi_86, psi_87, psi_88, psi_89, psi_90, psi_91, psi_92, psi_93, psi_94, psi_95, psi_96, psi_97, psi_98, psi_99, E
8.6, 73.987, -4.65521e-09, -2.60268e-08, -1.01619e-08, -1.22148e-08, -1.12117e-08, -1.0706e-08, -5.7637e-08, 2.74305e-07, -1.80224e-06, 9.78563e-06, -4.68265e-05, 0.000196761, 0.000728104, -0.00238046, -0.00687695, 0.0175259, -0.0392361, 0.0765679, -0.128518, -0.181219, -0.205042, -0.166579, 0.0586386, -0.074443, -0.15749, -0.145715, 0.0567553, 0.0541957, -0.134316, 0.155405, 0.117125, -0.0395878, 0.0478299, 0.117121, 0.149281, 0.137938, -0.0891071, -0.0179568, 0.0560882, 0.114514, -0.143975, 0.138851, -0.101801, 0.0424513, -0.0252617, 0.0864031, 0.128244, -0.142731, -0.127804, -0.087405, -0.030319, 0.0318426, -0.0870388, -0.1251, -0.139503, 0.128351, 0.0944356, 0.0444458, -0.0124435, -0.0663218, 0.108283, 0.131858, -0.133924, 0.114979, -0.0787982, 0.0315911, -0.0191626, 0.0659618, -0.102419, -0.124108, -0.129016, -0.117592, 0.0924178, -0.0576012, -0.0180341, 0.02137, -0.056333, 0.0836832, -0.1016, -0.109631, -0.108506, -0.0995714, -0.0819196, 0.0683392, -0.0709084, 0.0568911, 0.0303832, -0.00679332, 0.0521799, 0.100235, -0.140924, -0.158968, 0.135052, -0.0520432, -0.0878689, -0.225748, -1.60208e-08, -0.186311, -0.287892, -0.0620052, 410.221,
8.7, 75.7164, 2.51354e-09, -3.56954e-08, -6.64571e-09, -2.48478e-09, -6.8429e-09, 1.19896e-09, -4.1345e-08, 1.3165e-07, -9.66179e-07, 5.33226e-06, -2.63838e-05, 0.000114496, 0.000438565, -0.0014878, -0.00447304, 0.0119079, -0.0279825, 0.0576974, -0.103314, -0.157829, -0.199175, -0.194127, 0.120201, -0.00430766, -0.118899, -0.165171, 0.129125, -0.0393449, -0.0600235, 0.131809, 0.156046, -0.131028, -0.0692053, 0.00912171, 0.0822922, 0.132597, -0.149668, -0.131713, -0.0847806, -0.0205739, -0.046555, 0.10273, -0.137212, 0.144171, 0.123368, -0.079755, -0.0221759, -0.0384915, -0.0913929, -0.127575, -0.141385, -0.131211, 0.0994926, 0.0520676, -0.00297842, 0.0567355, 0.100917, 0.129102, 0.137597, 0.125813, -0.0961595, -0.0534835, 0.00421158, 0.0446765, -0.0866629, 0.116555, 0.131085, -0.129187, 0.111947, 0.0822653, 0.0443142, 0.00288202, 0.0372857, -0.0720633, -0.0983719, -0.114418, 0.119743, -0.115096, 0.102189, 0.0833744, 0.0613169, 0.038673, 0.0180632, -0.00497291, -0.010783, 0.0357365, 0.0653279, 0.0961737, -0.123544, -0.140741, 0.139131, 0.109169, -0.0433944, -0.0568343, 0.168231, 0.224136, -4.95732e-09, 0.0953775, 0.32042, 0.0863175, 413.705,
8.8, 77.4658, -9.88996e-09, -3.11411e-08, -1.26288e-08, -3.58956e-09, -3.21607e-09, 6.40671e-09, -1.74805e-08, 3.77038e-08, -5.10956e-07, 2.87331e-06, -1.46642e-05, 6.562e-05, 0.000259937, -0.000913866, -0.00285506, 0.0079244, -0.0194973, 0.04233, -0.0804437, -0.132007, -0.182689, -0.203975, 0.166241, 0.0665493, -0.055717, -0.143737, 0.164053, -0.119739, 0.0370764, 0.0518773, 0.120645, -0.153479, -0.146238, -0.104631, -0.0410228, 0.029233, -0.0912459, -0.133305, -0.148586, -0.135765, 0.0986258, -0.0448833, -0.0154851, 0.0720759, 0.115764, -0.140035, -0.141794, 0.121583, 0.0832334, 0.0330788, -0.0211431, -0.0714923, 0.110966, 0.134419, 0.139152, -0.125132, -0.0948247, -0.052711, -0.00457586, 0.0433229, -0.0850804, -0.115861, 0.132424, -0.133403, 0.119336, -0.0924554, -0.0562931, 0.0151661, 0.0263827, 0.0641151, 0.094538, 0.115213, -0.124912, 0.123614, 0.112374, 0.093086, -0.0681863, 0.0403411, -0.0121605, 0.0140257, 0.0362915, 0.0529361, 0.0597042, -0.062135, 0.0845876, -0.103209, -0.117109, -0.124233, 0.120843, 0.102704, -0.0659485, -0.00868029, -0.066111, 0.145628, -0.199863, -0.1735, 8.02241e-09, 0.00874086, -0.338959, -0.117253, 417.515,
8.9, 79.2352, -1.74058e-08, -1.12268e-08, -5.24035e-09, 2.7934e-09, -8.01733e-09, 2.17568e-09, 1.48484e-08, 1.69293e-08, -2.7897e-07, 1.52025e-06, -8.04493e-06, 3.7039e-05, 0.000151669, -0.000551907, -0.00178925, 0.00516884, -0.0132861, 0.0302817, -0.0608154, -0.106487, -0.159694, -0.198833, 0.193756, 0.127436, 0.0180031, -0.0892647, 0.154313, -0.162243, 0.120744, -0.0493083, 0.0299182, -0.0978357, -0.14133, -0.154244, -0.136985, -0.0952242, 0.0381011, -0.0237359, -0.0799591, -0.122059, 0.144371, -0.144579, 0.123701, -0.0856391, -0.0363969, -0.0168902, -0.0669765, 0.107445, 0.133457, 0.142246, 0.133315, 0.108342, -0.0708426, -0.0256309, 0.02182, -0.0660499, -0.102229, -0.126661, -0.137112, -0.132966, 0.115183, 0.0860867, -0.0490309, 0.00797727, 0.0329538, -0.0699115, -0.0996777, 0.119931, -0.1294, -0.127887, -0.116195, -0.0959478, 0.0693637, -0.0389839, -0.00740731, 0.022949, -0.0500437, 0.07234, -0.0888668, -0.0992095, -0.103416, -0.101571, -0.0904352, 0.0813934, -0.0950279, 0.0962044, 0.0880685, 0.070881, -0.043557, -0.00553378, -0.0422397, -0.0959928, 0.147256, -0.180383, 0.170068, 0.0818443, -9.97795e-09, -0.111496, 0.336701, 0.155111, 421.659,
9, 81.0247, -2.81037e-08, -2.95141e-08, 1.10561e-08, 1.14776e-08, -5.15442e-09, -6.21171e-10, 1.75265e-08, 9.0158e-09, -1.49313e-07, 7.89707e-07, -4.35641e-06, 2.06058e-05, 8.71052e-05, -0.000327842, -0.00110145, 0.00330669, -0.00886212, 0.0211496, -0.044726, -0.0831158, -0.133868, -0.182639, 0.203145, 0.17151, 0.0886404, -0.0158711, 0.105318, -0.15631, 0.162829, -0.131175, -0.0739933, 0.00583783, -0.0597589, -0.112065, -0.14406, -0.152675, 0.138514, 0.105201, 0.0585029, 0.00534685, 0.0471444, -0.0925098, 0.125625, -0.143154, -0.143759, 0.128076, 0.0984848, -0.058725, -0.0134001, 0.0325575, 0.0744123, 0.108087, -0.130524, -0.139918, -0.135807, 0.119034, 0.0915807, 0.0563123, 0.0166557, -0.0237487, 0.0613872, 0.093177, -0.116706, 0.130397, -0.133578, 0.126475, 0.110122, -0.0862133, 0.056903, 0.024596, -0.0082707, -0.0394267, 0.0669306, -0.0892905, -0.105534, -0.115226, 0.118445, -0.115718, 0.107927, 0.0962069, 0.0818231, 0.0659328, 0.048301, -0.0365151, 0.0325824, -0.0180566, 0.00332816, 0.0301877, -0.0613918, -0.0949215, 0.127251, 0.152677, -0.162594, 0.144976, -0.0849593, 0.0306254, 1.8597e-08, 0.19487, -0.307761, -0.199351, 426.155,
9.1, 82.8342, -1.30759e-08, -1.6939e-08, 1.696e-08, 1.44873e-08, -5.89373e-09, 4.44213e-09, 1.63865e-08, -1.34183e-09, -8.49611e-08, 4.13362e-07, -2.32239e-06, 1.13219e-05, 4.92722e-05, -0.0001916, -0.000666363, 0.00207599, -0.00579069, 0.0144369, -0.0320485, -0.0629264, -0.108091, -0.159596, 0.197208, 0.196061, 0.145703, 0.0605994, 0.0314381, -0.10654, 0.151783, -0.164019, -0.146636, 0.106751, 0.0531458, -0.00522203, -0.0602635, -0.105456, 0.136247, 0.150199, 0.146928, 0.127869, -0.0959172, 0.0549938, -0.00957563, -0.0357658, -0.076781, 0.109891, 0.132443, -0.142863, -0.140711, -0.126634, -0.102235, -0.0698777, 0.0324455, -0.0069229, -0.0450962, 0.0791942, 0.106793, 0.126078, 0.135945, 0.136033, -0.1267, -0.108953, 0.0843305, -0.0547518, 0.0223578, 0.0106569, 0.0422004, -0.0704188, 0.0938048, 0.111271, 0.122185, 0.126376, -0.1241, 0.115984, 0.10295, 0.0861288, -0.0667671, 0.0461418, -0.0254874, -0.00594612, 0.0114438, 0.0256032, 0.0336241, -0.0377972, 0.0554431, -0.0737708, -0.0923082, -0.110388, 0.12624, 0.137308, -0.140138, -0.130273, 0.10233, -0.0505554, -0.0293194, -0.134752, 6.39775e-09, -0.240845, 0.248862, 0.248185, 431.033,
9.2, 84.6636, 9.60243e-09, 1.55243e-10, 2.49053e-08, -8.67847e-09, -1.36362e-08, 6.54616e-09, -5.54517e-09, 8.43292e-10, -3.72553e-08, 2.19862e-07, -1.22414e-06, 6.1309e-06, 2.74526e-05, -0.000110209, -0.000396342, 0.00127968, -0.00370896, 0.00963998, -0.0224021, -0.0462969, -0.0843304, -0.133489, 0.179998, 0.201882, 0.183118, 0.12643, -0.0492951, -0.0288397, 0.0939884, -0.138568, -0.159993, 0.159141, 0.139156, 0.104538, 0.0604436, 0.0121315, 0.0354723, 0.0781009, 0.112374, 0.135932, -0.147481, 0.146771, -0.134499, 0.112168, 0.081907, -0.046269, -0.00802279, -0.0300518, -0.0653495, -0.0955981, -0.118983, -0.134233, 0.140663, 0.138181, 0.127253, -0.10884, -0.0843057, -0.0553091, -0.0236857, 0.00867308, -0.0399355, -0.0684321, 0.0927422, -0.111759, 0.124729, -0.131273, -0.131376, 0.125367, -0.113865, -0.0977318, -0.0779982, -0.0557961, 0.032289, -0.00860619, 0.0142139, 0.0352682, -0.0538206, 0.0693181, -0.0813883, -0.0898165, -0.094477, -0.0949645, -0.0872341, 0.0809505, -0.0989266, 0.10836, 0.112571, 0.112258, -0.10632, -0.0931846, 0.0710314, 0.0380022, 0.0073872, -0.0653694, 0.132995, 0.199706, -1.98575e-08, 0.236189, -0.161185, -0.298199, 436.336,
9.3, 86.5131, 1.98802e-08, -4.67202e-09, 1.94759e-08, -7.96774e-09, -1.85914e-08, 1.08189e-09, -2.33492e-08, -7.76321e-09, -1.36998e-08, 1.17759e-07, -6.28472e-07, 3.27554e-06, 1.50759e-05, -6.24145e-05, -0.000231833, 0.000774805, -0.00232976, 0.00630044, -0.0152889, -0.0331428, -0.0637034, -0.107287, 0.15583, 0.192148, 0.199226, 0.172401, -0.120194, 0.0558876, 0.00898334, -0.0664297, -0.111623, 0.142139, 0.157321, 0.157824, 0.145247, 0.121849, -0.0902929, -0.0534399, -0.0141579, 0.0248326, -0.0610874, 0.0925377, -0.11756, 0.135019, 0.144278, -0.145191, -0.138071, 0.123632, 0.102929, 0.0772756, 0.0481619, 0.0171704, 0.0141091, 0.0441561, 0.0715879, -0.0952171, -0.114095, -0.127542, -0.135159, -0.136834, 0.132723, 0.12323, -0.10897, 0.0907291, -0.0694165, 0.0460161, 0.021537, 0.00303234, -0.0267669, -0.0488412, -0.0685574, -0.0853669, 0.0988817, -0.108879, -0.115295, -0.118218, 0.117865, -0.114565, 0.108728, 0.100813, 0.091276, 0.0803216, 0.0657703, -0.0558732, 0.0611046, -0.0568692, -0.0469515, -0.0323945, 0.013041, -0.0113733, 0.0409481, 0.0753523, -0.113398, 0.15228, -0.186116, -0.202911, 7.95501e-09, -0.177515, 0.0518886, 0.344116, 442.128,
9.4, 88.3826, 3.91205e-08, 1.48697e-09, 6.32766e-09, -7.69046e-10, -1.2281e-08, -4.10978e-09, -2.20015e-08, -1.63308e-09, 6.08489e-09, 6.49283e-08, -3.02588e-07, 1.72258e-06, 8.16097e-06, -3.48034e-05, -0.000133351, 0.000460847, -0.00143537, 0.00403126, -0.0101901, -0.0230962, -0.0466341, -0.0830158, 0.128551, 0.171204, 0.195878, 0.194514, -0.169362, 0.128042, -0.0784545, 0.0268482, -0.022276, 0.0658138, 0.101725, 0.128799, 0.14649, 0.15479, -0.154134, -0.145306, -0.129366, -0.107571, 0.0813073, -0.0520243, 0.0211772, 0.00982874, 0.0396842, -0.067216, -0.0914183, 0.111476, 0.126782, 0.136941, 0.141771, 0.141296, -0.135729, -0.125457, -0.111011, 0.0930425, 0.07229, 0.0495509, 0.0256485, 0.00140235, 0.0223999, 0.0450277, -0.0658288, 0.0842474, -0.0998364, 0.112267, 0.12133, -0.12694, 0.129124, 0.128018, 0.123853, 0.116944, -0.107669, 0.0964568, 0.0837687, 0.0700827, -0.0558786, 0.0416271, -0.0277817, -0.0147796, -0.00305609, 0.00687425, 0.0135252, -0.0173425, 0.0280802, -0.040861, -0.0553666, -0.0716602, 0.0894797, 0.108342, -0.127446, -0.145492, 0.160389, -0.168755, 0.165009, 0.139582, 1.10414e-09, 0.0749217, 0.0653382, -0.37887, 448.5,
9.5, 90.2722, 3.43134e-08, -6.76211e-09, -2.98417e-10, -1.28529e-08, 3.63242e-11, -5.51632e-09, -2.60616e-08, 1.05446e-08, -2.25872e-08, 2.92915e-08, -1.49115e-07, 8.82002e-07, 4.35143e-06, -1.91071e-05, -7.54083e-05, 0.000269124, -0.00086683, 0.00252315, -0.00662675, -0.0156516, -0.0330505, -0.0618063, 0.101134, 0.143506, 0.177103, 0.193385, -0.191108, 0.173811, -0.146129, 0.11209, 0.0748283, -0.0367348, 0.000356751, 0.0350354, 0.0662242, 0.0931252, -0.11518, -0.132041, -0.143551, -0.149718, 0.150701, -0.146787, 0.138374, -0.125952, -0.110083, 0.0913834, 0.0705023, -0.0481071, -0.0248643, -0.00142357, 0.0215965, 0.0436216, -0.0641329, -0.082677, -0.0988713, 0.112412, 0.123074, 0.130715, 0.135271, 0.136757, -0.135259, -0.130931, 0.123984, -0.114683, 0.103331, -0.0902638, -0.0758396, 0.060428, -0.0444005, -0.0281221, -0.0119429, 0.00381022, -0.0188378, 0.0328736, 0.0456878, 0.0570871, -0.0669138, 0.0750403, -0.0813585, -0.0857576, -0.0880682, -0.0877308, -0.0806725, 0.0752888, -0.093131, 0.104596, 0.113363, 0.120846, -0.126897, -0.130974, 0.13223, 0.129444, -0.120873, 0.103984, -0.0749748, -0.0278479, -8.35022e-09, 0.0476231, -0.171345, 0.394177, 455.593,
9.6, 92.1817, 1.81883e-08, -1.08062e-08, -1.61142e-08, -1.13246e-08, 2.4081e-09, -1.20478e-09, -2.04087e-08, 9.1775e-09, -1.50711e-08, 6.21025e-09, -8.23366e-08, 4.24902e-07, 2.28357e-06, -1.03007e-05, -4.18388e-05, 0.000153918, -0.000511594, 0.00153953, -0.00418832, -0.0102692, -0.0225684, -0.0440568, 0.07554, 0.112886, 0.14776, 0.172841, -0.185563, 0.187082, -0.179781, 0.165919, 0.147305, -0.125348, -0.101165, -0.0756696, -0.0496244, -0.023679, -0.0016096, -0.0257636, -0.0483759, -0.0691042, 0.0876678, -0.103844, 0.117465, -0.128419, -0.13664, 0.142115, 0.144874, -0.144988, -0.142567, -0.137757, -0.130732, -0.121695, 0.110868, 0.0984933, 0.0848236, -0.0701216, -0.0546531, -0.0386835, -0.0224739, -0.00627668, -0.00966786, -0.0251348, 0.0399174, -0.0538296, 0.0667083, -0.0784148, -0.0888359, 0.0978845, -0.1055, -0.111648, -0.116319, -0.119528, 0.121314, -0.121732, -0.12086, -0.118788, 0.115614, -0.111445, 0.10638, 0.100498, 0.0938157, 0.0860089, 0.0738198, -0.0655088, 0.0763603, -0.0793117, -0.0784463, -0.0751959, 0.0695651, 0.0612397, -0.0497059, -0.0342419, 0.0138555, 0.0128339, -0.0478094, -0.0940758, 7.41879e-09, -0.156576, 0.244656, -0.381722, 462.513,
9.7, 94.1113, 2.1266e-08, -8.78658e-10, -2.30675e-08, -9.18426e-09, -5.21779e-09, 5.30693e-09, -1.4537e-08, 1.75891e-08, -1.26718e-08, 6.00565e-09, -4.39017e-08, 2.00402e-07, 1.15455e-06, -5.41356e-06, -2.25877e-05, 8.54193e-05, -0.000292096, 0.00090567, -0.00254174, -0.00643799, -0.0146396, -0.0296236, 0.0527652, 0.0821465, 0.112451, 0.138279, -0.157097, 0.168982, -0.175046, 0.176453, 0.174143, -0.168827, -0.161051, -0.151245, -0.139767, -0.12692, 0.112972, 0.0981653, 0.0827195, 0.0668383, -0.0507114, 0.0345152, -0.0184145, 0.00256251, -0.0128988, 0.0278386, 0.0421378, -0.0556881, -0.0683933, -0.0801689, -0.0909421, -0.100652, 0.10925, 0.1167, 0.122975, -0.128063, -0.131961, -0.134677, -0.136232, -0.136654, 0.135982, 0.134265, -0.131556, 0.127922, -0.12343, 0.118159, 0.112188, -0.105605, 0.0984973, 0.0909578, 0.0830804, 0.0749601, -0.0666928, 0.0583746, 0.0501008, 0.0419667, -0.0340676, 0.0264991, -0.0193597, -0.0127546, -0.00680435, -0.00166976, 0.00217123, -0.00446394, 0.00897108, -0.0150028, -0.0222794, -0.0309172, 0.0410515, 0.0528646, -0.0665962, -0.0825594, 0.101167, -0.122981, 0.148787, 0.179763, 5.34168e-09, 0.217822, -0.266561, 0.335019, 463.642,
9.8, 96.0608, 1.90842e-08, -1.42022e-09, -1.58028e-08, -1.12087e-08, 3.19891e-09, 1.00519e-08, 1.99888e-09, 8.12721e-09, 9.73351e-09, 2.58055e-09, -2.51708e-08, 8.45493e-08, 5.7029e-07, -2.69462e-06, -1.14743e-05, 4.44948e-05, -0.000155831, 0.000495203, -0.00142522, -0.00370472, -0.00865239, -0.017998, 0.0329884, 0.0529217, 0.0747953, 0.0951988, -0.11229, 0.125843, -0.136347, 0.144383, 0.150422, -0.154809, -0.157793, -0.159554, -0.160233, -0.159935, 0.15875, 0.156752, 0.154006, 0.15057, -0.146496, 0.141833, -0.13663, 0.130931, 0.124779, -0.118218, -0.11129, 0.104035, 0.0964955, 0.0887103, 0.0807198, 0.0725631, -0.0642791, -0.055906, -0.0474812, 0.0390418, 0.0306238, 0.0222625, 0.0139922, 0.00584641, 0.00214263, 0.00994371, -0.0175267, 0.0248627, -0.0319242, 0.0386846, 0.045119, -0.0512032, 0.0569142, 0.0622299, 0.0671291, 0.0715905, -0.0755929, 0.0791141, 0.0821295, 0.0846109, -0.0865229, 0.0878182, -0.088428, -0.0882436, -0.0870674, -0.0843058, -0.0760864, 0.0702479, -0.0860728, 0.0959668, 0.10388, 0.111568, -0.119424, -0.127637, 0.136344, 0.145674, -0.155769, 0.166801, -0.179001, -0.192705, -3.46861e-09, -0.208452, 0.227262, -0.251725, 473.1,
9.9, 98.0304, 9.15275e-09, -5.27915e-09, -1.1756e-08, -1.13821e-08, 1.26833e-08, 9.82904e-09, -2.76597e-09, -1.59256e-08, 1.20857e-08, -9.25159e-09, -1.56863e-08, 2.68435e-08, 2.36929e-07, -1.09651e-06, -4.77839e-06, 1.88311e-05, -6.702e-05, 0.000216626, -0.000633965, -0.00167624, -0.0039832, -0.00843249, 0.0157357, 0.0257147, 0.0370509, 0.0481291, -0.0580137, 0.0665339, -0.0738782, 0.0802955, 0.0859917, -0.0911166, -0.0957759, -0.100044, -0.103975, -0.107607, 0.110971, 0.114088, 0.116976, 0.119648, -0.122116, 0.124388, -0.126471, 0.128372, 0.130096, -0.131647, -0.133028, 0.134243, 0.135296, 0.136188, 0.136923, 0.137502, -0.137928, -0.138203, -0.138328, 0.138307, 0.13814, 0.13783, 0.137379, 0.136788, -0.136059, -0.135194, 0.134194, -0.133062, 0.131798, -0.130404, -0.128881, 0.12723, -0.12545, -0.123542, -0.121504, -0.119333, 0.117026, -0.114576, -0.111974, -0.109205, 0.106248, -0.10307, 0.0996158, 0.0957965, 0.0914402, 0.085996, 0.0757585, -0.0687315, 0.08252, -0.0896431, -0.0942646, -0.0981382, 0.101642, 0.104931, -0.108093, -0.111191, 0.11427, -0.117376, 0.120556, 0.123868, -1.99155e-09, 0.127398, -0.131305, 0.13598, 485.139,
